iter	RMSE
873	2479.364648
874	2478.301236
875	2477.904739
876	2477.808335
877	2477.39558
878	2477.005617
879	2475.983116
880	2475.676234
881	2474.63028
882	2474.219959
883	2473.226619
884	2472.530832
885	2471.575836
886	2471.519475
887	2470.515927
888	2470.031506
889	2469.615272
890	2469.485428
891	2469.244354
892	2468.591417
893	2468.133676
894	2467.706362
895	2467.61971
896	2467.566882
897	2467.313242
898	2466.977339
899	2466.457007
900	2465.896403
901	2464.777185
902	2464.116971
903	2463.74314
904	2463.113448
905	2462.874103
906	2461.933666
907	2461.436641
908	2459.545624
909	2457.848073
910	2457.433071
911	2457.188931
912	2456.590216
913	2455.662474
914	2455.509066
915	2455.405817
916	2455.113918
917	2455.052563
918	2454.980366
919	2454.920851
920	2454.342613
921	2454.103106
922	2453.876021
923	2452.470774
924	2451.777121
925	2451.095722
926	2451.048488
927	2450.831828
928	2450.118461
929	2449.842156
930	2449.484664
931	2448.145815
932	2447.943182
933	2447.591717
934	2446.659514
935	2446.342585
936	2445.653297
937	2445.313862
938	2444.757917
939	2444.162148
940	2443.92224
941	2443.317152
942	2441.509563
943	2441.453223
944	2440.780293
945	2440.423555
946	2440.323992
947	2439.454877
948	2438.683135
949	2438.088868
950	2437.5989
951	2436.952014
952	2436.877937
953	2436.119668
954	2436.017861
955	2435.356545
956	2434.166881
957	2433.74381
958	2433.398705
959	2433.346647
960	2433.041453
961	2431.235032
962	2430.231892
963	2428.572762
964	2428.40003
965	2428.140497
966	2427.833393
967	2427.44152
968	2427.398744
969	2426.765521
970	2426.715019
971	2426.375858
972	2425.720507
973	2424.928775
974	2424.671087
975	2424.204072
976	2423.183368
977	2422.287352
978	2421.77766
979	2421.236571
980	2420.898574
981	2419.287278
982	2418.602158
983	2418.369702
984	2417.163952
985	2416.757208
986	2416.544033
987	2415.994056
988	2415.900176
989	2415.155037
990	2414.837799
991	2414.213302
992	2413.813609
993	2412.404537
994	2412.354541
995	2412.288571
996	2411.981298
997	2411.712515
998	2411.232985
999	2411.169414
